split,label,president_dir,filename,source_path,output_path,char_count
train,democrat,William_J_Clinton,"March 31, 1999__executive-order-13118implementation-of-the-foreign-affairs-reform-and-restructuring-act-of-1998.txt","William_J_Clinton/March 31, 1999__executive-order-13118implementation-of-the-foreign-affairs-reform-and-restructuring-act-of-1998.txt","train/democrat/William_J_Clinton/March 31, 1999__executive-order-13118implementation-of-the-foreign-affairs-reform-and-restructuring-act-of-1998.txt",13168
train,democrat,Franklin_D_Roosevelt,"January 24, 1935__executive-order-6952transfer-of-funds-to-the-federal-emergency-relief-administration-from-funds-allocated-to-the-federal-civil-works-adminis.txt","Franklin_D_Roosevelt/January 24, 1935__executive-order-6952transfer-of-funds-to-the-federal-emergency-relief-administration-from-funds-allocated-to-the-federal-civil-works-adminis.txt","train/democrat/Franklin_D_Roosevelt/January 24, 1935__executive-order-6952transfer-of-funds-to-the-federal-emergency-relief-administration-from-funds-allocated-to-the-federal-civil-works-adminis.txt",622
train,democrat,Grover_Cleveland,"October 01, 1886__executive-orderchehalis-land-returned-back-to-indian-use.txt","Grover_Cleveland/October 01, 1886__executive-orderchehalis-land-returned-back-to-indian-use.txt","train/democrat/Grover_Cleveland/October 01, 1886__executive-orderchehalis-land-returned-back-to-indian-use.txt",1757
train,democrat,Lyndon_B_Johnson,"September 06, 1966__executive-order-11302prescribing-regulations-governing-the-allowance-of-travel-expenses-of-claimants-and-beneficiaries-of-the-veterans-admin.txt","Lyndon_B_Johnson/September 06, 1966__executive-order-11302prescribing-regulations-governing-the-allowance-of-travel-expenses-of-claimants-and-beneficiaries-of-the-veterans-admin.txt","train/democrat/Lyndon_B_Johnson/September 06, 1966__executive-order-11302prescribing-regulations-governing-the-allowance-of-travel-expenses-of-claimants-and-beneficiaries-of-the-veterans-admin.txt",2552
train,democrat,Franklin_D_Roosevelt,"September 27, 1934__executive-order-6860-aapproving-agreement-between-members-of-the-division-of-the-painting-paperhanging-and-decorating-division-of-the-constr.txt","Franklin_D_Roosevelt/September 27, 1934__executive-order-6860-aapproving-agreement-between-members-of-the-division-of-the-painting-paperhanging-and-decorating-division-of-the-constr.txt","train/democrat/Franklin_D_Roosevelt/September 27, 1934__executive-order-6860-aapproving-agreement-between-members-of-the-division-of-the-painting-paperhanging-and-decorating-division-of-the-constr.txt",1523
train,democrat,Franklin_D_Roosevelt,"January 8, 1937__executive-order-8184amending-executive-order-no-7532-of-january-8-1937-establishing-the-shinnecock-migratory-bird-refuge.txt","Franklin_D_Roosevelt/January 8, 1937__executive-order-8184amending-executive-order-no-7532-of-january-8-1937-establishing-the-shinnecock-migratory-bird-refuge.txt","train/democrat/Franklin_D_Roosevelt/January 8, 1937__executive-order-8184amending-executive-order-no-7532-of-january-8-1937-establishing-the-shinnecock-migratory-bird-refuge.txt",1364
train,democrat,Franklin_D_Roosevelt,"February 16, 1912__executive-order-8947revocation-of-executive-order-no-1474-of-february-16-1912-withdrawing-public-land.txt","Franklin_D_Roosevelt/February 16, 1912__executive-order-8947revocation-of-executive-order-no-1474-of-february-16-1912-withdrawing-public-land.txt","train/democrat/Franklin_D_Roosevelt/February 16, 1912__executive-order-8947revocation-of-executive-order-no-1474-of-february-16-1912-withdrawing-public-land.txt",410
train,democrat,Lyndon_B_Johnson,"January 05, 1967__executive-order-11322relating-to-trade-and-other-transactions-involving-southern-rhodesia.txt","Lyndon_B_Johnson/January 05, 1967__executive-order-11322relating-to-trade-and-other-transactions-involving-southern-rhodesia.txt","train/democrat/Lyndon_B_Johnson/January 05, 1967__executive-order-11322relating-to-trade-and-other-transactions-involving-southern-rhodesia.txt",5109
train,democrat,Barack_Obama,"December 15, 2015__executive-order-13714strengthening-the-senior-executive-service.txt","Barack_Obama/December 15, 2015__executive-order-13714strengthening-the-senior-executive-service.txt","train/democrat/Barack_Obama/December 15, 2015__executive-order-13714strengthening-the-senior-executive-service.txt",15352
train,democrat,Joseph_R_Biden_Jr,"March 08, 2021__executive-order-14021guaranteeing-an-educational-environment-free-from-discrimination-on-the-basis-of-sex-including-sexual-orientation-or-ge.txt","Joseph_R_Biden_Jr/March 08, 2021__executive-order-14021guaranteeing-an-educational-environment-free-from-discrimination-on-the-basis-of-sex-including-sexual-orientation-or-ge.txt","train/democrat/Joseph_R_Biden_Jr/March 08, 2021__executive-order-14021guaranteeing-an-educational-environment-free-from-discrimination-on-the-basis-of-sex-including-sexual-orientation-or-ge.txt",4189
train,democrat,Franklin_D_Roosevelt,"January 18, 1934__executive-order-6564-aretirement-of-alfred-burri-foreign-service-officer.txt","Franklin_D_Roosevelt/January 18, 1934__executive-order-6564-aretirement-of-alfred-burri-foreign-service-officer.txt","train/democrat/Franklin_D_Roosevelt/January 18, 1934__executive-order-6564-aretirement-of-alfred-burri-foreign-service-officer.txt",1798
train,democrat,Harry_S_Truman,"August 28, 1948__executive-order-9992amending-the-selective-service-regulations.txt","Harry_S_Truman/August 28, 1948__executive-order-9992amending-the-selective-service-regulations.txt","train/democrat/Harry_S_Truman/August 28, 1948__executive-order-9992amending-the-selective-service-regulations.txt",7135
train,democrat,Franklin_D_Roosevelt,"August 22, 1935__executive-order-7154creating-the-camden-board-of-arbitration.txt","Franklin_D_Roosevelt/August 22, 1935__executive-order-7154creating-the-camden-board-of-arbitration.txt","train/democrat/Franklin_D_Roosevelt/August 22, 1935__executive-order-7154creating-the-camden-board-of-arbitration.txt",4202
train,democrat,Franklin_D_Roosevelt,"January 12, 1942__executive-order-9021modifying-certain-executive-orders-to-permit-the-leasing-of-certain-lands-for-airport-purposes.txt","Franklin_D_Roosevelt/January 12, 1942__executive-order-9021modifying-certain-executive-orders-to-permit-the-leasing-of-certain-lands-for-airport-purposes.txt","train/democrat/Franklin_D_Roosevelt/January 12, 1942__executive-order-9021modifying-certain-executive-orders-to-permit-the-leasing-of-certain-lands-for-airport-purposes.txt",103
train,democrat,Franklin_D_Roosevelt,"May 21, 1935__executive-order-7050exemption-of-charles-y-dixon-from-compulsory-retirement-for-age.txt","Franklin_D_Roosevelt/May 21, 1935__executive-order-7050exemption-of-charles-y-dixon-from-compulsory-retirement-for-age.txt","train/democrat/Franklin_D_Roosevelt/May 21, 1935__executive-order-7050exemption-of-charles-y-dixon-from-compulsory-retirement-for-age.txt",1258
train,democrat,Franklin_D_Roosevelt,"November 21, 1934__executive-order-6908withdrawal-of-public-lands-pending-legislation.txt","Franklin_D_Roosevelt/November 21, 1934__executive-order-6908withdrawal-of-public-lands-pending-legislation.txt","train/democrat/Franklin_D_Roosevelt/November 21, 1934__executive-order-6908withdrawal-of-public-lands-pending-legislation.txt",615
train,democrat,Franklin_D_Roosevelt,"April 07, 1942__executive-order-9125defining-additional-functions-duties-and-powers-of-the-war-production-board-and-the-office-of-price-administration.txt","Franklin_D_Roosevelt/April 07, 1942__executive-order-9125defining-additional-functions-duties-and-powers-of-the-war-production-board-and-the-office-of-price-administration.txt","train/democrat/Franklin_D_Roosevelt/April 07, 1942__executive-order-9125defining-additional-functions-duties-and-powers-of-the-war-production-board-and-the-office-of-price-administration.txt",4574
train,democrat,Franklin_D_Roosevelt,"September 01, 1934__executive-order-6838authorizing-establishment-of-special-reemployment-list-for-temporary-employments-in-the-bureau-of-the-census.txt","Franklin_D_Roosevelt/September 01, 1934__executive-order-6838authorizing-establishment-of-special-reemployment-list-for-temporary-employments-in-the-bureau-of-the-census.txt","train/democrat/Franklin_D_Roosevelt/September 01, 1934__executive-order-6838authorizing-establishment-of-special-reemployment-list-for-temporary-employments-in-the-bureau-of-the-census.txt",873
train,democrat,Franklin_D_Roosevelt,"November 26, 1938__executive-order-8014placing-certain-land-under-the-control-of-the-secretary-of-the-interior.txt","Franklin_D_Roosevelt/November 26, 1938__executive-order-8014placing-certain-land-under-the-control-of-the-secretary-of-the-interior.txt","train/democrat/Franklin_D_Roosevelt/November 26, 1938__executive-order-8014placing-certain-land-under-the-control-of-the-secretary-of-the-interior.txt",634
train,democrat,William_J_Clinton,"January 26, 1994__executive-order-12895north-pacific-anadromous-fish-commission.txt","William_J_Clinton/January 26, 1994__executive-order-12895north-pacific-anadromous-fish-commission.txt","train/democrat/William_J_Clinton/January 26, 1994__executive-order-12895north-pacific-anadromous-fish-commission.txt",997
train,democrat,Franklin_D_Roosevelt,"December 24, 1934__executive-order-7312amendment-of-executive-order-no-6928-of-december-24-1934.txt","Franklin_D_Roosevelt/December 24, 1934__executive-order-7312amendment-of-executive-order-no-6928-of-december-24-1934.txt","train/democrat/Franklin_D_Roosevelt/December 24, 1934__executive-order-7312amendment-of-executive-order-no-6928-of-december-24-1934.txt",1670
train,democrat,Franklin_D_Roosevelt,"May 28, 1942__executive-order-9174exemption-of-harry-p-hoby-from-compulsory-retirement-for-age.txt","Franklin_D_Roosevelt/May 28, 1942__executive-order-9174exemption-of-harry-p-hoby-from-compulsory-retirement-for-age.txt","train/democrat/Franklin_D_Roosevelt/May 28, 1942__executive-order-9174exemption-of-harry-p-hoby-from-compulsory-retirement-for-age.txt",680
train,democrat,William_J_Clinton,"April 21, 1997__executive-order-13045protection-of-children-from-environmental-health-risks-and-safety-risks.txt","William_J_Clinton/April 21, 1997__executive-order-13045protection-of-children-from-environmental-health-risks-and-safety-risks.txt","train/democrat/William_J_Clinton/April 21, 1997__executive-order-13045protection-of-children-from-environmental-health-risks-and-safety-risks.txt",10539
train,democrat,Jimmy_Carter,"October 13, 1978__executive-order-12088federal-compliance-with-pollution-control-standards.txt","Jimmy_Carter/October 13, 1978__executive-order-12088federal-compliance-with-pollution-control-standards.txt","train/democrat/Jimmy_Carter/October 13, 1978__executive-order-12088federal-compliance-with-pollution-control-standards.txt",6901
train,democrat,Franklin_D_Roosevelt,"February 15, 1934__executive-order-6603-aauthorization-of-committee-on-naval-affairs-of-the-house-of-representatives-to-inspect-tax-returns.txt","Franklin_D_Roosevelt/February 15, 1934__executive-order-6603-aauthorization-of-committee-on-naval-affairs-of-the-house-of-representatives-to-inspect-tax-returns.txt","train/democrat/Franklin_D_Roosevelt/February 15, 1934__executive-order-6603-aauthorization-of-committee-on-naval-affairs-of-the-house-of-representatives-to-inspect-tax-returns.txt",982
train,democrat,Franklin_D_Roosevelt,"February 08, 1934__executive-order-6590-bdelegation-of-authority-to-administrator-for-industrial-recovery-to-prescribe-rules-and-regulations-etc.txt","Franklin_D_Roosevelt/February 08, 1934__executive-order-6590-bdelegation-of-authority-to-administrator-for-industrial-recovery-to-prescribe-rules-and-regulations-etc.txt","train/democrat/Franklin_D_Roosevelt/February 08, 1934__executive-order-6590-bdelegation-of-authority-to-administrator-for-industrial-recovery-to-prescribe-rules-and-regulations-etc.txt",1135
train,democrat,Harry_S_Truman,"April 25, 1951__executive-order-10235establishing-a-seal-for-the-economic-stabilization-agency.txt","Harry_S_Truman/April 25, 1951__executive-order-10235establishing-a-seal-for-the-economic-stabilization-agency.txt","train/democrat/Harry_S_Truman/April 25, 1951__executive-order-10235establishing-a-seal-for-the-economic-stabilization-agency.txt",923
train,democrat,Joseph_R_Biden_Jr,"September 20, 2023__executive-order-14108ensuring-the-people-of-east-palestine-are-protected-now-and-in-the-future.txt","Joseph_R_Biden_Jr/September 20, 2023__executive-order-14108ensuring-the-people-of-east-palestine-are-protected-now-and-in-the-future.txt","train/democrat/Joseph_R_Biden_Jr/September 20, 2023__executive-order-14108ensuring-the-people-of-east-palestine-are-protected-now-and-in-the-future.txt",11417
train,democrat,Franklin_D_Roosevelt,"July 3, 1933__executive-order-7683revocation-of-executive-order-no-6192-of-july-3-1933-withdrawing-public-lands.txt","Franklin_D_Roosevelt/July 3, 1933__executive-order-7683revocation-of-executive-order-no-6192-of-july-3-1933-withdrawing-public-lands.txt","train/democrat/Franklin_D_Roosevelt/July 3, 1933__executive-order-7683revocation-of-executive-order-no-6192-of-july-3-1933-withdrawing-public-lands.txt",421
train,democrat,Franklin_D_Roosevelt,"August 13, 1935__executive-order-7140authorizing-the-appointment-of-mrs-ruth-hampton-as-assistant-director-division-of-territories-and-island-possessions-wit.txt","Franklin_D_Roosevelt/August 13, 1935__executive-order-7140authorizing-the-appointment-of-mrs-ruth-hampton-as-assistant-director-division-of-territories-and-island-possessions-wit.txt","train/democrat/Franklin_D_Roosevelt/August 13, 1935__executive-order-7140authorizing-the-appointment-of-mrs-ruth-hampton-as-assistant-director-division-of-territories-and-island-possessions-wit.txt",464
train,democrat,Franklin_D_Roosevelt,"July 06, 1933__executive-order-6197revocation-of-administrative-site-withdrawal.txt","Franklin_D_Roosevelt/July 06, 1933__executive-order-6197revocation-of-administrative-site-withdrawal.txt","train/democrat/Franklin_D_Roosevelt/July 06, 1933__executive-order-6197revocation-of-administrative-site-withdrawal.txt",1049
train,democrat,John_F_Kennedy,"November 09, 1963__executive-order-11127creating-an-emergency-board-to-investigate-a-dispute-between-the-florida-east-coast-railway-company-and-certain-of-its-.txt","John_F_Kennedy/November 09, 1963__executive-order-11127creating-an-emergency-board-to-investigate-a-dispute-between-the-florida-east-coast-railway-company-and-certain-of-its-.txt","train/democrat/John_F_Kennedy/November 09, 1963__executive-order-11127creating-an-emergency-board-to-investigate-a-dispute-between-the-florida-east-coast-railway-company-and-certain-of-its-.txt",1374
train,democrat,Franklin_D_Roosevelt,"June 06, 1938__executive-order-7907establishing-the-back-bay-migratory-waterfowl-refuge.txt","Franklin_D_Roosevelt/June 06, 1938__executive-order-7907establishing-the-back-bay-migratory-waterfowl-refuge.txt","train/democrat/Franklin_D_Roosevelt/June 06, 1938__executive-order-7907establishing-the-back-bay-migratory-waterfowl-refuge.txt",5948
train,democrat,Joseph_R_Biden_Jr,"May 12, 2021__executive-order-14028improving-the-nations-cybersecurity.txt","Joseph_R_Biden_Jr/May 12, 2021__executive-order-14028improving-the-nations-cybersecurity.txt","train/democrat/Joseph_R_Biden_Jr/May 12, 2021__executive-order-14028improving-the-nations-cybersecurity.txt",54252
train,democrat,Franklin_D_Roosevelt,"June 12, 1939__executive-order-8147establishing-the-ardoch-lake-migratory-waterfowl-refuge.txt","Franklin_D_Roosevelt/June 12, 1939__executive-order-8147establishing-the-ardoch-lake-migratory-waterfowl-refuge.txt","train/democrat/Franklin_D_Roosevelt/June 12, 1939__executive-order-8147establishing-the-ardoch-lake-migratory-waterfowl-refuge.txt",707
train,democrat,Harry_S_Truman,"January 13, 1948__executive-order-9924designating-the-honorable-martin-travieso-as-acting-judge-of-the-district-court-of-the-united-states-for-puerto-rico.txt","Harry_S_Truman/January 13, 1948__executive-order-9924designating-the-honorable-martin-travieso-as-acting-judge-of-the-district-court-of-the-united-states-for-puerto-rico.txt","train/democrat/Harry_S_Truman/January 13, 1948__executive-order-9924designating-the-honorable-martin-travieso-as-acting-judge-of-the-district-court-of-the-united-states-for-puerto-rico.txt",40
train,democrat,Franklin_D_Roosevelt,"June 29, 1935__executive-order-7090extending-the-national-labor-relations-board.txt","Franklin_D_Roosevelt/June 29, 1935__executive-order-7090extending-the-national-labor-relations-board.txt","train/democrat/Franklin_D_Roosevelt/June 29, 1935__executive-order-7090extending-the-national-labor-relations-board.txt",530
train,democrat,Harry_S_Truman,"September 24, 1945__executive-order-9626appointment-of-the-member-and-alternate-member-for-the-united-states-of-the-international-military-tribunal-established-.txt","Harry_S_Truman/September 24, 1945__executive-order-9626appointment-of-the-member-and-alternate-member-for-the-united-states-of-the-international-military-tribunal-established-.txt","train/democrat/Harry_S_Truman/September 24, 1945__executive-order-9626appointment-of-the-member-and-alternate-member-for-the-united-states-of-the-international-military-tribunal-established-.txt",1599
train,democrat,Joseph_R_Biden_Jr,"September 13, 2021__executive-order-14045white-house-initiative-on-advancing-educational-equity-excellence-and-economic-opportunity-for-hispanics.txt","Joseph_R_Biden_Jr/September 13, 2021__executive-order-14045white-house-initiative-on-advancing-educational-equity-excellence-and-economic-opportunity-for-hispanics.txt","train/democrat/Joseph_R_Biden_Jr/September 13, 2021__executive-order-14045white-house-initiative-on-advancing-educational-equity-excellence-and-economic-opportunity-for-hispanics.txt",20963
train,democrat,Barack_Obama,"December 09, 2016__executive-order-13753amending-the-order-of-succession-in-the-department-of-homeland-security.txt","Barack_Obama/December 09, 2016__executive-order-13753amending-the-order-of-succession-in-the-department-of-homeland-security.txt","train/democrat/Barack_Obama/December 09, 2016__executive-order-13753amending-the-order-of-succession-in-the-department-of-homeland-security.txt",2481
train,democrat,Barack_Obama,"February 13, 2015__executive-order-13691promoting-private-sector-cybersecurity-information-sharing.txt","Barack_Obama/February 13, 2015__executive-order-13691promoting-private-sector-cybersecurity-information-sharing.txt","train/democrat/Barack_Obama/February 13, 2015__executive-order-13691promoting-private-sector-cybersecurity-information-sharing.txt",15469
train,democrat,Andrew_Johnson,"June 18, 1866__executive-order.txt","Andrew_Johnson/June 18, 1866__executive-order.txt","train/democrat/Andrew_Johnson/June 18, 1866__executive-order.txt",544
train,democrat,Franklin_D_Roosevelt,"February 21, 1941__executive-order-8692exemption-of-edgar-m-cohee-from-compulsory-retirement-for-age.txt","Franklin_D_Roosevelt/February 21, 1941__executive-order-8692exemption-of-edgar-m-cohee-from-compulsory-retirement-for-age.txt","train/democrat/Franklin_D_Roosevelt/February 21, 1941__executive-order-8692exemption-of-edgar-m-cohee-from-compulsory-retirement-for-age.txt",691
train,democrat,Harry_S_Truman,"August 29, 1951__executive-order-10282suspension-of-the-eight-hour-law-as-to-laborers-and-mechanics-employed-by-the-department-of-the-interior-on-public-work.txt","Harry_S_Truman/August 29, 1951__executive-order-10282suspension-of-the-eight-hour-law-as-to-laborers-and-mechanics-employed-by-the-department-of-the-interior-on-public-work.txt","train/democrat/Harry_S_Truman/August 29, 1951__executive-order-10282suspension-of-the-eight-hour-law-as-to-laborers-and-mechanics-employed-by-the-department-of-the-interior-on-public-work.txt",2338
train,democrat,Franklin_D_Roosevelt,"March 26, 1942__executive-order-9112authorizing-financing-contracts-to-facilitate-the-prosecution-of-the-war.txt","Franklin_D_Roosevelt/March 26, 1942__executive-order-9112authorizing-financing-contracts-to-facilitate-the-prosecution-of-the-war.txt","train/democrat/Franklin_D_Roosevelt/March 26, 1942__executive-order-9112authorizing-financing-contracts-to-facilitate-the-prosecution-of-the-war.txt",7709
train,democrat,Lyndon_B_Johnson,"May 11, 1966__executive-order-11280establishing-the-presidents-committee-on-mental-retardation.txt","Lyndon_B_Johnson/May 11, 1966__executive-order-11280establishing-the-presidents-committee-on-mental-retardation.txt","train/democrat/Lyndon_B_Johnson/May 11, 1966__executive-order-11280establishing-the-presidents-committee-on-mental-retardation.txt",4113
train,democrat,Franklin_D_Roosevelt,"August 21, 1935__executive-order-7152administration-of-relief-work-relief-and-useful-projects-for-the-virgin-islands.txt","Franklin_D_Roosevelt/August 21, 1935__executive-order-7152administration-of-relief-work-relief-and-useful-projects-for-the-virgin-islands.txt","train/democrat/Franklin_D_Roosevelt/August 21, 1935__executive-order-7152administration-of-relief-work-relief-and-useful-projects-for-the-virgin-islands.txt",2633
train,democrat,Franklin_D_Roosevelt,"January 11, 1939__executive-order-8033designating-the-director-of-planning-of-the-national-capital-park-and-planning-commission-as-a-member-of-the-alley-dwell.txt","Franklin_D_Roosevelt/January 11, 1939__executive-order-8033designating-the-director-of-planning-of-the-national-capital-park-and-planning-commission-as-a-member-of-the-alley-dwell.txt","train/democrat/Franklin_D_Roosevelt/January 11, 1939__executive-order-8033designating-the-director-of-planning-of-the-national-capital-park-and-planning-commission-as-a-member-of-the-alley-dwell.txt",555
train,democrat,Barack_Obama,"February 05, 2012__executive-order-13599blocking-property-of-the-government-of-iran-and-iranian-financial-institutions.txt","Barack_Obama/February 05, 2012__executive-order-13599blocking-property-of-the-government-of-iran-and-iranian-financial-institutions.txt","train/democrat/Barack_Obama/February 05, 2012__executive-order-13599blocking-property-of-the-government-of-iran-and-iranian-financial-institutions.txt",8761
train,democrat,Joseph_R_Biden_Jr,"March 11, 2022__executive-order-14068prohibiting-certain-imports-exports-and-new-investment-with-respect-to-continued-russian-federation-aggression.txt","Joseph_R_Biden_Jr/March 11, 2022__executive-order-14068prohibiting-certain-imports-exports-and-new-investment-with-respect-to-continued-russian-federation-aggression.txt","train/democrat/Joseph_R_Biden_Jr/March 11, 2022__executive-order-14068prohibiting-certain-imports-exports-and-new-investment-with-respect-to-continued-russian-federation-aggression.txt",4795
train,democrat,Franklin_D_Roosevelt,"December 18, 1933__executive-order-6513-jamendments-to-code-of-fair-competition-for-the-mens-clothing-industry-and-amendments-to-code-of-fair-competition-for-t.txt","Franklin_D_Roosevelt/December 18, 1933__executive-order-6513-jamendments-to-code-of-fair-competition-for-the-mens-clothing-industry-and-amendments-to-code-of-fair-competition-for-t.txt","train/democrat/Franklin_D_Roosevelt/December 18, 1933__executive-order-6513-jamendments-to-code-of-fair-competition-for-the-mens-clothing-industry-and-amendments-to-code-of-fair-competition-for-t.txt",7668
train,democrat,Franklin_D_Roosevelt,"November 08, 1933__executive-order-6418code-of-fair-competition-for-the-automotive-parts-and-equipment-manufacturing-industry.txt","Franklin_D_Roosevelt/November 08, 1933__executive-order-6418code-of-fair-competition-for-the-automotive-parts-and-equipment-manufacturing-industry.txt","train/democrat/Franklin_D_Roosevelt/November 08, 1933__executive-order-6418code-of-fair-competition-for-the-automotive-parts-and-equipment-manufacturing-industry.txt",1263
train,democrat,Franklin_D_Roosevelt,"July 03, 1933__executive-order-6192withdrawal-of-public-lands-for-resurvey.txt","Franklin_D_Roosevelt/July 03, 1933__executive-order-6192withdrawal-of-public-lands-for-resurvey.txt","train/democrat/Franklin_D_Roosevelt/July 03, 1933__executive-order-6192withdrawal-of-public-lands-for-resurvey.txt",636
train,democrat,Franklin_D_Roosevelt,"March 18, 1940__executive-order-8377amending-executive-order-no-8356-entitled-rules-of-precedence-relating-to-foreign-service-officers-and-other-officers-of.txt","Franklin_D_Roosevelt/March 18, 1940__executive-order-8377amending-executive-order-no-8356-entitled-rules-of-precedence-relating-to-foreign-service-officers-and-other-officers-of.txt","train/democrat/Franklin_D_Roosevelt/March 18, 1940__executive-order-8377amending-executive-order-no-8356-entitled-rules-of-precedence-relating-to-foreign-service-officers-and-other-officers-of.txt",435
train,democrat,Franklin_D_Roosevelt,"November 04, 1933__executive-order-6402code-of-fair-competition-for-the-leather-and-woolen-knit-glove-industry.txt","Franklin_D_Roosevelt/November 04, 1933__executive-order-6402code-of-fair-competition-for-the-leather-and-woolen-knit-glove-industry.txt","train/democrat/Franklin_D_Roosevelt/November 04, 1933__executive-order-6402code-of-fair-competition-for-the-leather-and-woolen-knit-glove-industry.txt",1198
train,democrat,Franklin_D_Roosevelt,"June 17, 1940__executive-order-8447authorizing-the-civil-service-commission-to-confer-a-competitive-classified-civil-service-status-upon-certain-employees-.txt","Franklin_D_Roosevelt/June 17, 1940__executive-order-8447authorizing-the-civil-service-commission-to-confer-a-competitive-classified-civil-service-status-upon-certain-employees-.txt","train/democrat/Franklin_D_Roosevelt/June 17, 1940__executive-order-8447authorizing-the-civil-service-commission-to-confer-a-competitive-classified-civil-service-status-upon-certain-employees-.txt",2136
train,democrat,Franklin_D_Roosevelt,"March 31, 1938__executive-order-7858authorizing-the-attorney-general-to-reject-bids-for-certain-property-offered-for-sale-at-savannah-georgia-pursuant-to-th.txt","Franklin_D_Roosevelt/March 31, 1938__executive-order-7858authorizing-the-attorney-general-to-reject-bids-for-certain-property-offered-for-sale-at-savannah-georgia-pursuant-to-th.txt","train/democrat/Franklin_D_Roosevelt/March 31, 1938__executive-order-7858authorizing-the-attorney-general-to-reject-bids-for-certain-property-offered-for-sale-at-savannah-georgia-pursuant-to-th.txt",1182
train,democrat,Franklin_D_Roosevelt,"October 02, 1937__executive-order-7718authorizing-the-inspection-of-certain-income-tax-returns-by-the-department-of-national-revenue-ottawa-canada.txt","Franklin_D_Roosevelt/October 02, 1937__executive-order-7718authorizing-the-inspection-of-certain-income-tax-returns-by-the-department-of-national-revenue-ottawa-canada.txt","train/democrat/Franklin_D_Roosevelt/October 02, 1937__executive-order-7718authorizing-the-inspection-of-certain-income-tax-returns-by-the-department-of-national-revenue-ottawa-canada.txt",823
train,democrat,Franklin_D_Roosevelt,"February 27, 1942__executive-order-9080joint-mexican-united-states-defense-commission.txt","Franklin_D_Roosevelt/February 27, 1942__executive-order-9080joint-mexican-united-states-defense-commission.txt","train/democrat/Franklin_D_Roosevelt/February 27, 1942__executive-order-9080joint-mexican-united-states-defense-commission.txt",2281
train,democrat,Joseph_R_Biden_Jr,"April 18, 2023__executive-order-14095increasing-access-to-high-quality-care-and-supporting-caregivers.txt","Joseph_R_Biden_Jr/April 18, 2023__executive-order-14095increasing-access-to-high-quality-care-and-supporting-caregivers.txt","train/democrat/Joseph_R_Biden_Jr/April 18, 2023__executive-order-14095increasing-access-to-high-quality-care-and-supporting-caregivers.txt",28039
train,democrat,Franklin_D_Roosevelt,"June 12, 1939__executive-order-8157establishing-the-lake-susie-migratory-waterfowl-refuge.txt","Franklin_D_Roosevelt/June 12, 1939__executive-order-8157establishing-the-lake-susie-migratory-waterfowl-refuge.txt","train/democrat/Franklin_D_Roosevelt/June 12, 1939__executive-order-8157establishing-the-lake-susie-migratory-waterfowl-refuge.txt",393
train,democrat,Harry_S_Truman,"February 24, 1950__executive-order-10112creating-an-emergency-board-to-investigate-a-dispute-betweent-the-carriers-represented-by-the-eastern-carriers-conferen.txt","Harry_S_Truman/February 24, 1950__executive-order-10112creating-an-emergency-board-to-investigate-a-dispute-betweent-the-carriers-represented-by-the-eastern-carriers-conferen.txt","train/democrat/Harry_S_Truman/February 24, 1950__executive-order-10112creating-an-emergency-board-to-investigate-a-dispute-betweent-the-carriers-represented-by-the-eastern-carriers-conferen.txt",1605
train,democrat,Franklin_D_Roosevelt,"December 10, 1935__executive-order-7245establishing-waubay-migratory-waterfowl-refuge-south-dakota.txt","Franklin_D_Roosevelt/December 10, 1935__executive-order-7245establishing-waubay-migratory-waterfowl-refuge-south-dakota.txt","train/democrat/Franklin_D_Roosevelt/December 10, 1935__executive-order-7245establishing-waubay-migratory-waterfowl-refuge-south-dakota.txt",897
train,democrat,Woodrow_Wilson,"November 28, 1920__executive-order-3360official-flag-for-secretary-of-state.txt","Woodrow_Wilson/November 28, 1920__executive-order-3360official-flag-for-secretary-of-state.txt","train/democrat/Woodrow_Wilson/November 28, 1920__executive-order-3360official-flag-for-secretary-of-state.txt",1261
train,democrat,Franklin_D_Roosevelt,"March 29, 1940__executive-order-9371amendment-of-section-9-of-executive-order-no-8384-of-march-29-1940-prescribing-regulations-relating-to-annual-leave-of-g.txt","Franklin_D_Roosevelt/March 29, 1940__executive-order-9371amendment-of-section-9-of-executive-order-no-8384-of-march-29-1940-prescribing-regulations-relating-to-annual-leave-of-g.txt","train/democrat/Franklin_D_Roosevelt/March 29, 1940__executive-order-9371amendment-of-section-9-of-executive-order-no-8384-of-march-29-1940-prescribing-regulations-relating-to-annual-leave-of-g.txt",842
train,democrat,Franklin_D_Roosevelt,"November 01, 1933__executive-order-6383code-of-fair-competition-for-the-novelty-curtains-draperies-bedspreads-and-novelty-pillow-industry.txt","Franklin_D_Roosevelt/November 01, 1933__executive-order-6383code-of-fair-competition-for-the-novelty-curtains-draperies-bedspreads-and-novelty-pillow-industry.txt","train/democrat/Franklin_D_Roosevelt/November 01, 1933__executive-order-6383code-of-fair-competition-for-the-novelty-curtains-draperies-bedspreads-and-novelty-pillow-industry.txt",1223
train,democrat,Franklin_D_Roosevelt,"March 27, 1934__executive-order-6662veterans-regulation-no-12-a.txt","Franklin_D_Roosevelt/March 27, 1934__executive-order-6662veterans-regulation-no-12-a.txt","train/democrat/Franklin_D_Roosevelt/March 27, 1934__executive-order-6662veterans-regulation-no-12-a.txt",4235
